track_name,translated_comment,sentiment,sentiment_label
APT.,musical notenotesnotesmusical scoremusic,0.0,neutral
APT.,musical notemusical scoremusical scoremu,0.0,neutral
APT.,Apt apt apt apt apt apt apt apt apt apt,0.0,neutral
APT.,i love,0.6369,positive
APT.,speaking head selectorspeaking head sele,0.0,neutral
APT.,red heartred heartred heartred heartred,0.0,neutral
APT.,Apt apt apt Apt Apt apt apt apt apt apt,0.0,neutral
APT.,I'm just shocked at how old this song is,-0.3182,negative
APT.,Nice song blush,0.4215,positive
APT.,Apt apt apt apt apt apt apt apt apt apt,0.0,neutral
APT.,"Bruno your collaboration with Lady Gaga,",0.0,neutral
APT.,dancerman dancingdancerman dancingdancer,0.0,neutral
APT.,Rose and Bruno mars you guys made this o,0.0,neutral
APT.,1 month ago and then it’s so popular(no,0.0,neutral
APT.,speaking head selectorspeaking head sele,0.0,neutral
APT.,Apt apt apt apt apt apt apt apt apt apt,0.0,neutral
APT.,Apt apt apt apt apt apt apt apt apt apt,0.0,neutral
APT.,TONI BASIL (MICKEY) ?????? LOOK FOR HER ...,0.0,neutral
APT.,Apt apt apt apt apt apt apt apt apt apt,0.0,neutral
APT.,rooster100...honeybeetulipsparkling hear,0.0,neutral
APT.,ROSÉ,0.0,neutral
APT.,Love rose,0.6369,positive
APT.,"When I come to Thailand and speak Thai, Rose will be the one who",0.0,neutral
APT.,Kissy Kissy face,0.6808,positive
APT.,The best!! -Red Heart,0.8745,positive
APT.,Like if you speak Spanishsweat smile,0.6124,positive
APT.,"Apt 
Apt 
Apt 
Apt 
Apt 
Apt",0.0,neutral
APT.,"Anh Phuong Tuan
Anh Phuong Tuan
Fuck",-0.5423,negative
APT.,what,0.0,neutral
APT.,I love you rosé heartpulse,0.6369,positive
APT.,I like the song apartment rofl,0.7351,positive
APT.,Nice,0.4215,positive
APT.,2:54,0.0,neutral
APT.,Bro he’s trash,0.0,neutral
APT.,red heart,0.6369,positive
APT.,Apt,0.0,neutral
APT.,2:17 perfection,0.5719,positive
APT.,masterpiece,0.6249,positive
APT.,I love him (the song),0.6369,positive
APT.,red heartblushcall me hand medium light,0.4939,positive
APT.,Plzzzzzzz can i be apart of your videos?,0.0,neutral
APT.,Gata only already left,0.0,neutral
APT.,Sleep tomorrow but tonight go crazy zany,-0.4767,negative
APT.,"Their choreography is so good 
She look",0.5777,positive
APT.,tadatadatada,0.0,neutral
APT.,hugs You're grin welcome hugsgringrinnin,0.8519,positive
APT.,no iglish joyjoyjoyjoyjoyjoyjoyjoyjoyjoy,-0.296,negative
APT.,MOST VIEWED MV IN 1 MONTH!!!,0.0,neutral
APT.,0:36 my favorite part would be neutral,0.4588,positive
APT.,open mouth,0.0,neutral
APT.,Bro gave sode eye to ROSE,0.0,neutral
APT.,MOST VIEWED MV IN 2024!!!!,0.0,neutral
APT.,cute,0.4588,positive
APT.,APT,0.0,neutral
APT.,"Its cutered heartred heartred heart 
Lot",0.6369,positive
APT.,"Play it on 0.5x speed 
thank me later",0.5994,positive
Die With A Smile,This is the best 007 theme song.,0.6369,positive
Die With A Smile,What a talent <3 So beautiful,0.8718,positive
Die With A Smile,red heartred heartred heart,0.6369,positive
Die With A Smile,So skibidi ahh lady gaga and bruno mars,0.0,neutral
Die With A Smile,This song give me goosebumps,0.0,neutral
Die With A Smile,At what point in the movie Joker 2 does it happen?,0.128,positive
Die With A Smile,This is arson.,0.0,neutral
Die With A Smile,Me,0.0,neutral
Die With A Smile,Of,0.0,neutral
Die With A Smile,its honestly a banger,0.4588,positive
Die With A Smile,It reminds me of the song Kiss Me by Ca,0.4215,positive
Die With A Smile,who's listening in 2028?,0.0,neutral
Die With A Smile,Who's listening in 2026 ?,0.0,neutral
Die With A Smile,2024,0.0,neutral
Die With A Smile,Not 2025,0.0,neutral
Die With A Smile,Just magical!!!,0.0,neutral
Die With A Smile,Looking forward to future same collab ag,0.0,neutral
Die With A Smile,TATWMFfffdred heartred heartred heartred,0.0,neutral
Die With A Smile,The BGM is absolutely making the short m,0.0,neutral
Die With A Smile,You  hello Yes,0.4019,positive
Die With A Smile,Incredible Vibes 2010's open mouth,0.0,neutral
Die With A Smile,What did you see?,0.0,neutral
Die With A Smile,Michael Jackson & Amy Wine House Alive d,0.3818,positive
Die With A Smile,"Whoslistening
in
2025?",0.0,neutral
Die With A Smile,heart eyesheart eyesheart eyesheart eyes,0.6369,positive
Die With A Smile,Who's listening in 29 november 2024,0.0,neutral
Die With A Smile,W,0.0,neutral
Die With A Smile,LADY GAGA THE QUEEN,0.0,neutral
Die With A Smile,Beat Ethan pta red heart,0.6369,positive
Die With A Smile,"Anyone December 2024?
point down",0.0,neutral
Die With A Smile,Fun fact: Bruno Mars wrote this song aft,0.5106,positive
Die With A Smile,Yesss,0.0,neutral
Die With A Smile,Top of ++ Brazil,0.2023,positive
Die With A Smile,I'm listening to this in 2025,0.0,neutral
Die With A Smile,The best song of the year red heart,0.8555,positive
Die With A Smile,It’s so gooooooodred heartred heartred h,0.0,neutral
Die With A Smile,This the best song ever in 2024. Period!,0.6696,positive
Die With A Smile,This song is too beautiful,0.5994,positive
Die With A Smile,Know he is my favourite singer,0.0,neutral
Die With A Smile,Me,0.0,neutral
Die With A Smile,tnx all support,0.5859,positive
Die With A Smile,theres a fact that Bruno mars wrote this,0.0,neutral
Die With A Smile,Magnificent!!heart eyes🫡clapping hands m,0.0,neutral
Die With A Smile,Amy winehouse vibes,0.0,neutral
Die With A Smile,Anyone still listening to this after apt,0.0,neutral
Die With A Smile,Anybody listening it in 1876cry,0.0,neutral
Die With A Smile,Who's is listening this song in 3000,0.0,neutral
Die With A Smile,Ameired heartcry,0.0,neutral
Die With A Smile,I think rose is angry rn,-0.5106,negative
Die With A Smile,I love your voice tadared heart,0.8555,positive
Die With A Smile,MuSICA LINDAAAAAAAred heartred heartred,0.0,neutral
Die With A Smile,red heart,0.6369,positive
Die With A Smile,Give Me That Chair skull,0.0,neutral
Die With A Smile,"Okay, Peggy Bundy, I see you.",0.2263,positive
Die With A Smile,"Because Rose seems like you read minds, I know.",0.3612,positive
Die With A Smile,"The best and the legend singer. 
How I w",0.6369,positive
Die With A Smile,Vietnamese guys like this red heart,0.7717,positive
Die With A Smile,*No hate * i just said I don’t like the,-0.296,negative
Die With A Smile,Me,0.0,neutral
Die With A Smile,Omg bruno ro you in rose,0.0,neutral
Die With A Smile,Me,0.0,neutral
Die With A Smile,"scream da best Bruno Mars,Lady Gaga red",0.3612,positive
Die With A Smile,Anyone 2030?,0.0,neutral
Die With A Smile,"My note 100 talent.100 mouth. 100,000 hi",0.0,neutral
Die With A Smile,Good,0.4404,positive
Die With A Smile,"""If the world was waiting, I'd wanna be",0.0,neutral
Die With A Smile,Yeah,0.296,positive
Die With A Smile,Maga where u at? red heartred heartred h,0.0,neutral
Die With A Smile,I am red heart,0.6369,positive
Die With A Smile,Why is everything he sing so good red he,0.5777,positive
Die With A Smile,Take the cigarette outta your mouth and,0.0,neutral
Die With A Smile,music of the moment I loved it,0.5994,positive
Die With A Smile,"red heartLoverred heart

            •0:",0.6369,positive
Die With A Smile,Lady gaga looking hella fine here,0.2716,positive
Die With A Smile,Anyone in November 2024..??,0.0,neutral
Die With A Smile,No comment,-0.296,negative
Die With A Smile,I loved it even though I don't speak English.,0.5994,positive
Die With A Smile,Anyone's listening today?!,0.0,neutral
Die With A Smile,Cool songred heart,0.7579,positive
Die With A Smile,A good song. Without lady gaga it would,0.4404,positive
Die With A Smile,What a beautiful voice red heart,0.8442,positive
Die With A Smile,Anyone listening today?,0.0,neutral
Die With A Smile,I like this part a lot 0:44,0.3612,positive
Die With A Smile,The best song of 2024,0.6369,positive
Die With A Smile,What a songred heart,0.6369,positive
Die With A Smile,Imagine an evil group of celebrities who,-0.6597,negative
Die With A Smile,I love you red heartred heart,0.8555,positive
Die With A Smile,"Hi, we love you Bruno and Gaga <3",0.7964,positive
Die With A Smile,Cool song,0.3182,positive
Die With A Smile,"This song is a real hit, this song is go",0.0,neutral
Die With A Smile,This song is my favorite I love it u,0.802,positive
Die With A Smile,Yes!!,0.508,positive
Die With A Smile,This is one of that song make me wanna m,0.0,neutral
Die With A Smile,Is there anyone listening today?.,0.0,neutral
Die With A Smile,Bruh,0.0,neutral
Die With A Smile,Can you pin me pls,0.0772,positive
Die With A Smile,Anyone's listening today?!,0.0,neutral
Die With A Smile,Love Bruno,0.6369,positive
Die With A Smile,A special song heartsparkles,0.4019,positive
Die With A Smile,Omg bruno mars has a twin,0.0,neutral
squabble up,For those who dont know the set for the,0.0,neutral
squabble up,Smack in the video flexed biceps medium,0.0,neutral
squabble up,KING KENDRICK,0.0,neutral
squabble up,Now Kendrick tadatadatadatadared heart,0.6369,positive
squabble up,This is the most 80's/90'S track to come,0.0,neutral
squabble up,I want this instrumental. Do a challenge,0.1531,positive
squabble up,The King of Hip Hop has come crown,0.0,neutral
squabble up,Kendrick trying soo hard to be the hip h,-0.1027,negative
squabble up,Love the video but I have to concentrate,0.3818,positive
squabble up,Ffffire,0.0,neutral
squabble up,Menace 2 Society With The Homies From Th,-0.4939,negative
squabble up,Is he saying squabble up to drake?,0.0,neutral
squabble up,"E-40 
Made a monster had beast for a chi",0.0,neutral
squabble up,Like the comment in Spanish 😮‍💨😮‍💨😮‍💨😮,0.3612,positive
squabble up,"The allusions! Soul Train, Menace II Soc",-0.5411,negative
squabble up,DRAKE'S TWENTY have been permanently #sc,0.0,neutral
squabble up,That girlcoldcoldcold,0.0,neutral
squabble up,Fucking LEGENDARY,0.0,neutral
squabble up,This is firefirefirefire,0.0,neutral
squabble up,Trash,0.0,neutral
squabble up,Calimatic....I see u Kidd....iykyk,0.0,neutral
squabble up,tadatadatadared heartred heartred heart,0.6369,positive
squabble up,red heart,0.6369,positive
squabble up,1980s and the 199 this. From Oakland 48,0.0,neutral
squabble up,Big love from point downpoint downpoint,0.6369,positive
squabble up,was that puff daddy,0.0,neutral
squabble up,Bro posing like a JoJo character sobsobs,0.3612,positive
squabble up,LETS GOOOOOOO,0.0,neutral
squabble up,I'm reincarnated (go to 1:10 trust me),0.5106,positive
squabble up,Wonder if drake was dark skin would kenn,0.0,neutral
squabble up,"no hate but ion get the hype, can anyone",0.2498,positive
squabble up,The girl dancing at the start is bad af,-0.5423,negative
squabble up,He's SO FINE!!!!!!!,0.6934,positive
squabble up,He definitely doing to Christmas parade,0.4019,positive
squabble up,Damn joyjoy,-0.4019,negative
squabble up,Drake should just squabble up now joyjoy,0.0,neutral
squabble up,If you not from LA YOU WOULDNT UNDERSTAN,0.0,neutral
squabble up,2:03 Little Anthony from Menace II Socie,-0.4472,negative
squabble up,Only rap album I can listen to all the w,0.0,neutral
squabble up,Someone likes this song?,0.4215,positive
squabble up,This sounds like a music from a 4 year o,0.3612,positive
squabble up,He really had Nate Dogg Music and me in,0.0,neutral
squabble up,Who remembers the black panther coffee t,0.0,neutral
squabble up,Goat crossed fingers medium dark skin to,0.0,neutral
squabble up,Why are you in the backrooms,0.0,neutral
squabble up,Idc about football but imma lock in for,0.0,neutral
squabble up,PAYING HOMAGE TO ICE T's POWER ALBUM COV,0.0,neutral
squabble up,"Straight fire holding the west down, Cal",-0.128,negative
squabble up,This is what y'all call  fire?? person f,-0.4137,negative
squabble up,Wherever Kendrick goes he looks like he,0.3612,positive
squabble up,Am I crazy or is this a different versio,-0.34,negative
squabble up,You the goat,0.0,neutral
squabble up,Mane…. That Jesus painting was at my aun,0.0,neutral
squabble up,Im late but this fire,-0.561,negative
squabble up,"0:24 when that sample drops, I just wann",0.0,neutral
squabble up,I like how the girl with the shot gun wa,0.0258,neutral
squabble up,I feel like the belt symbolizes a WWE be,0.3612,positive
squabble up,I think making a music video for each tr,0.0,neutral
squabble up,We need a TV OFF VIDEO!!,0.0,neutral
squabble up,Hardest shit since pac,-0.5574,negative
squabble up,Let's see if he brings the Mesicans! The,0.0,neutral
squabble up,Long live NIp Hussle,0.0,neutral
squabble up,Ngl this song sucks though this guy was,-0.3612,negative
squabble up,Part of me hopes kdot does the same thin,0.4215,positive
squabble up,Darlene smiling at this!,0.5093,positive
squabble up,fire,-0.34,negative
squabble up,I been bumping g perico for 10 years alr,0.0,neutral
squabble up,Everybody in the video is doing there th,0.0,neutral
squabble up,Yes...  come through Kendrickfirefirefir,0.4019,positive
squabble up,senegalsenegalsenegalsenegalsenegalseneg,0.0,neutral
squabble up,I've been looking forward to this since the preview,0.0,neutral
squabble up,This kahoot ass beat,-0.5423,negative
squabble up,This beat is crazy cf,-0.34,negative
squabble up,Bacc Again 2 RUN IT UP,0.0,neutral
squabble up,Has anyone come to the realization that,0.0,neutral
squabble up,All exits lead to Compton raised fist da,0.0,neutral
squabble up,Drizzy drake got them lawyers coming in,0.0,neutral
squabble up,Get him splashed!,0.0,neutral
squabble up,New Orleans In Herecrossed fingers mediu,0.0,neutral
squabble up,I HAVE BEEN WAITING FOR THIS SONG AND KE,0.0,neutral
squabble up,How can you not with this bro?! I love m,0.6696,positive
squabble up,Ok I’m back after watching the Roots!,0.3595,positive
squabble up,1:28 Snowfall reference?!,0.0,neutral
squabble up,call me hand medium skin tone,0.4939,positive
squabble up,Bro doesn’t want that Wayne smoke,0.0772,positive
squabble up,"Dude, the no dancing joyjoy we see you",-0.296,negative
squabble up,It's oh so real.,0.0,neutral
squabble up,Kendrick is on his 2pac 96 Vibe and we k,0.0,neutral
squabble up,firefirefirefirefireususus,0.0,neutral
squabble up,The beginning of this video actually sta,0.0,neutral
squabble up,What in the fucking nitrous can is this,0.0,neutral
squabble up,Drake said hey hey stop it man or I will,-0.296,negative
squabble up,Trending 1 on Trending for music BITCHES,-0.6841,negative
squabble up,Play this at 1.25x speed. You're welcome,0.6597,positive
squabble up,Chuiiiiiiiii,0.0,neutral
squabble up,so this is what the teaser was on not li,-0.25,negative
squabble up,Jesus gonna keep blessing him. Drake you,0.4939,positive
squabble up,firefirefirefirefire,0.0,neutral
squabble up,THE GOAT HAS BEEN REINCARNATEDfirefirefi,0.0,neutral
squabble up,Dontai says Kendrick always looks like h,0.3612,positive
luther (with sza),Where's everyone listening from!? earth,0.0,neutral
luther (with sza),"OMG I LOVE THIS SONG, BOTH OF THEM WINNI",0.6369,positive
luther (with sza),they had no right to eat.,-0.296,negative
luther (with sza),Kendrick you better siiiing friend!!!!,0.8057,positive
luther (with sza),And ANOTHER 1index pointing up medium sk,0.0,neutral
luther (with sza),This shit is RIDIN.....Ayeeeee woman dancin,-0.5574,negative
luther (with sza),the flow is trash,0.0,neutral
luther (with sza),This world concrete flowers grow* not Th,0.0,neutral
luther (with sza),Love this song,0.6369,positive
luther (with sza),Your lyrics are wrong 🥲,-0.4767,negative
luther (with sza),SZA cooked fire,-0.34,negative
luther (with sza),please dont let this song reach TikTok,0.34,positive
luther (with sza),Praise the craft raising hands dark skin,0.5574,positive
luther (with sza),"November 25, 2024. Today im dropping thi",0.0,neutral
luther (with sza),BTW its concrete flowers grow not come,0.0,neutral
luther (with sza),firefirefirefirefire,0.0,neutral
luther (with sza),My favorite from this album!! Kenny u Ro,0.555,positive
luther (with sza),This song will go viral. Wait and see.,0.0,neutral
luther (with sza),Homie never makes a mistakesfirefirefire,0.0,neutral
luther (with sza),Wasn't expecting this to be my favorite,0.4588,positive
luther (with sza),headphonesperson getting massage medium,0.0,neutral
luther (with sza),Bruh why isnt this track longer? Fucking,0.0,neutral
luther (with sza),"firefirefireSunday evening drive , vibin",0.0,neutral
luther (with sza),firefirefirefire,0.0,neutral
luther (with sza),when SZA and kendrick collab its always,0.0,neutral
luther (with sza),And I wanted the translationmsweat smile,0.3612,positive
luther (with sza),red heart,0.6369,positive
luther (with sza),Here early same day just released! I saw,0.0,neutral
luther (with sza),I love how this a continuation of the LO,0.6369,positive
luther (with sza),Kendrick and SZA they do duo better then,0.4404,positive
luther (with sza),Just amazing,0.5859,positive
luther (with sza),Kendrick is so boring,-0.4572,negative
luther (with sza),Another TIMELESS song by Kendrick Lamar.,0.0,neutral
luther (with sza),"If this world was yours , what would do",0.0,neutral
luther (with sza),Kendrick and SZA Collab firefirefirefire,0.0,neutral
luther (with sza),red heartred heartI love the duored hear,0.6369,positive
luther (with sza),Damn Luther vandross homage that’s crazy,-0.6249,negative
luther (with sza),I’m here because of Kendall Jennerred he,0.0,neutral
luther (with sza),When there’s no more talent they gotta u,-0.5893,negative
luther (with sza),@yuna need to get in this bruh,0.0,neutral
luther (with sza),It kinda sounds like a song post Molone,0.3008,positive
luther (with sza),loud soundheadphonesfireloud soundheadph,0.0,neutral
luther (with sza),"THIS SONG IS SO AMAZING, THANK YOU KENDR",0.8246,positive
luther (with sza),One of the best if not the best song in,0.21,positive
luther (with sza),This is so fire,-0.4795,negative
luther (with sza),red heartfrom Kendall,0.0,neutral
luther (with sza),its so pretty omg,0.5413,positive
luther (with sza),BANGERRRRR,0.0,neutral
luther (with sza),Who's from Kendallsweat smile,0.3612,positive
luther (with sza),Nice,0.4215,positive
luther (with sza),My manfire,0.0,neutral
luther (with sza),Not my typa song,0.0,neutral
luther (with sza),Friday is my favorite day form now,0.4588,positive
luther (with sza),Here bc kendall storyred heart,0.6369,positive
luther (with sza),Kendall tolld me @Kendalljenner,0.0,neutral
luther (with sza),i love this collab so muchh,0.6369,positive
luther (with sza),My babe dedicated this to me🫶🏽100kissing,0.4588,positive
luther (with sza),This my fav song of the album,0.4588,positive
luther (with sza),I fw it,0.0,neutral
luther (with sza),nahhh yall quick joy,0.5859,positive
luther (with sza),This was too fast joy,0.5859,positive
luther (with sza),My new fav song,0.4588,positive
luther (with sza),MAN YOU'RE FAST,0.0,neutral
luther (with sza),BRO HE JUST DROPPED,0.0,neutral
wacced out murals,I’m the biggest lil Wayne fan .. but I’m,0.1655,positive
wacced out murals,WOW open mouthopen mouthfirefirefirefire,0.6739,positive
wacced out murals,Second verses is one of the best verses,0.6369,positive
wacced out murals,YES!!!! Let's GOOO!,0.6809,positive
wacced out murals,Y’all hear them biblical horns at the be,0.0,neutral
wacced out murals,I am from Argentina (Latin America) and I see,0.0,neutral
wacced out murals,red heartred heartred heartred heartred,0.0,neutral
wacced out murals,I have been a Lil Wayne fan my whole lif,0.3182,positive
wacced out murals,Gadddd,0.0,neutral
wacced out murals,WE ALL INDIGENOUS!!!! I LOVE THIS FCKN N,0.7482,positive
wacced out murals,"whodini's ""Friends"" beat from the eighti",0.4767,positive
wacced out murals,"*Kendrick on a random Tuesday* 
“AND ANO",0.0,neutral
wacced out murals,"When he said ------------- 

I felt that",0.0,neutral
wacced out murals,"I never listen to you, my bro, but you j",0.0,neutral
wacced out murals,laughing Chicago west,0.4939,positive
wacced out murals,firefirefirefirefirefire,0.0,neutral
wacced out murals,red heartred heartred heartred heartred,0.0,neutral
wacced out murals,Who is the lady they sample both her voi,0.0,neutral
wacced out murals,"Fuck drake, Kendrick your top 5 but plea",-0.2144,negative
wacced out murals,Fuckin amazing.,0.624,positive
wacced out murals,Weezy your daddy,0.0,neutral
wacced out murals,I time to give KDOT the crown it wrap fo,0.0,neutral
wacced out murals,100 round no jam straight heat,-0.434,negative
wacced out murals,"This is a masterpiece.  Well shit.

Got",0.3818,positive
wacced out murals,"This isn't a dis really, ppl reachingrof",0.0,neutral
wacced out murals,fire enginefireworks,-0.34,negative
wacced out murals,fire100,0.0,neutral
wacced out murals,Kendrick is that dude that you start to,0.0,neutral
wacced out murals,Call me crazy everybody questionable,-0.5574,negative
wacced out murals,this shit kinda whack I don't see what a,-0.5574,negative
wacced out murals,Best song on the album fire,0.4215,positive
wacced out murals,This is a masterpiece! Kendrick is one of the best,0.8622,positive
wacced out murals,Quit yo job and pay them real niggas the,-0.4215,negative
wacced out murals,I like collard green anyone listening to,0.3612,positive
wacced out murals,I left Long Beach in 93 move to Atlanta,0.0,neutral
wacced out murals,Fire firefirefire100100100,-0.34,negative
wacced out murals,"""I watch em pander wit dem backhanded co",0.0,neutral
wacced out murals,firefirefire,0.0,neutral
wacced out murals,sob1:45,0.0,neutral
wacced out murals,Standing on Business,0.0,neutral
wacced out murals,Today somebody unwacced out my mural,0.0,neutral
wacced out murals,"""Ducking strays when I rap battled in th",-0.296,negative
wacced out murals,West Coast to the Midwest.,0.0,neutral
wacced out murals,The boi is out of this dam world,0.0,neutral
wacced out murals,If lil wayne respond let's start the sec,0.0,neutral
wacced out murals,"""Where you from? Not where I'm from, we'",0.0,neutral
wacced out murals,"My favorite artist,listening to KDot sin",-0.1531,negative
wacced out murals,Show Love to the U N D E R D OG (unknown,0.6369,positive
wacced out murals,Talk yo SH$$$,0.0,neutral
wacced out murals,"This Great for MUSIC...
AWESOME KDOT..
C",0.873,positive
wacced out murals,You know Kendrick every body can’t under,0.0,neutral
wacced out murals,Yea..he putting his pain and madness in,-0.7351,negative
wacced out murals,This beat hard af,-0.1027,negative
wacced out murals,Ayyyeee I know that’s right,0.0,neutral
wacced out murals,Ahh Drake where are you Kendrick to serv,0.0,neutral
wacced out murals,Sensual the rollocry,0.0,neutral
wacced out murals,Sound like a bunch of complaining to me.,0.1779,positive
wacced out murals,Thank you but I want to help on the fata,0.6956,positive
wacced out murals,Kendrick: Before I peace it up I'll take,0.5423,positive
wacced out murals,Thank you K Dot,0.3612,positive
wacced out murals,Goat lamarfiregoatgoat,0.0,neutral
wacced out murals,"Is this bot too, 6m in 5 days, Drake mig",0.0,neutral
wacced out murals,boomfirefirefirefire100,0.0,neutral
wacced out murals,This beat so menacing........ it spoke t,0.0,neutral
wacced out murals,Aint nobody fuckn with Kendrick man! And,0.0,neutral
wacced out murals,DAYUM!!! OK!!! joyjoyroflrofl,0.0,neutral
wacced out murals,Niggas Dem dead already heartfirefire,-0.7717,negative
wacced out murals,Kennith! Get it !!,0.0,neutral
wacced out murals,firefirefirespeaking headspeaking headsp,0.0,neutral
wacced out murals,Idgaf who wins but I want to hear the li,0.4215,positive
wacced out murals,All this drama changed Kendrickfire,0.0,neutral
wacced out murals,"3:07 ""I'm doin what what Covid did, they",0.0,neutral
wacced out murals,Kendrick Lamar diss Wayne cuz Wayne is h,0.0,neutral
wacced out murals,Crazy this is just the 1st song on the a,-0.34,negative
wacced out murals,Kendrick is mid.,0.0,neutral
wacced out murals,3:30 Why does it sound like he doing cas,0.3612,positive
wacced out murals,Aye dot if i dont see LA Russell on your,0.0,neutral
wacced out murals,speaking head selectorwhite check markpr,0.0,neutral
wacced out murals,That car firefirefirefirefirefirefirefir,0.0,neutral
wacced out murals,Going up yo Rank!! 🫡,0.0,neutral
wacced out murals,ALWAYS LOVED KENDRICK 100,0.6841,positive
wacced out murals,Black and Brown two races went united is,0.4215,positive
wacced out murals,OOOOMMMGGGGG.A REAL ALBUM.HE JUS TURNED,0.0,neutral
wacced out murals,flexed biceps medium dark skin tone100ja,0.0,neutral
wacced out murals,I was in the shower listening to this I,0.0,neutral
wacced out murals,This man just keeps reaching new levels,0.2023,positive
wacced out murals,Wayne wish he could drop somethin like t,0.4767,positive
wacced out murals,When niggas make rapp trophy Drake aint,-0.34,negative
wacced out murals,Kendrick bring out that 2pac energy and,0.2732,positive
wacced out murals,Drake take a L,0.5766,positive
wacced out murals,Geeeeeeezzzzopen mouthopen mouthopen mou,0.0,neutral
wacced out murals,Fuck mumble trap bring back hip hop,-0.7003,negative
wacced out murals,Whos thankful for this album during than,0.5719,positive
wacced out murals,J Cole Got scared of a flopper lol,-0.0258,neutral
wacced out murals,Seriously!!!,-0.3769,negative
wacced out murals,2 pac back firefirefirefirefiremusclemus,0.0,neutral
wacced out murals,"Good.. nothing special...
Track 2 next
T",0.1635,positive
wacced out murals,1:01 I made da nigga cole beg me for for,0.0,neutral
wacced out murals,I’ve listened to some of this  it’s fya,0.0,neutral
wacced out murals,this track is crazy gotta listen  deep.f,-0.34,negative
BIRDS OF A FEATHER,red heart,0.6369,positive
BIRDS OF A FEATHER,red heartred heartred heartred heartred,0.0,neutral
BIRDS OF A FEATHER,Did Galen hooks work on this choreograph,0.0,neutral
BIRDS OF A FEATHER,She is so talented,0.6418,positive
BIRDS OF A FEATHER,0:43,0.0,neutral
BIRDS OF A FEATHER,I like your videos joyblushblushsweat sm,0.3612,positive
BIRDS OF A FEATHER,A Clockwork Orange tangerine,0.0,neutral
BIRDS OF A FEATHER,I kinda don't like it because she was a,-0.2099,negative
BIRDS OF A FEATHER,Who's listening this in December 2024?,0.0,neutral
BIRDS OF A FEATHER,She’s so gorgeous red heart,0.8676,positive
BIRDS OF A FEATHER,Whoever sees this like my message so I c,0.4357,positive
BIRDS OF A FEATHER,heart eyes te amo,0.6369,positive
BIRDS OF A FEATHER,Who from Brazil?brazil,0.0,neutral
BIRDS OF A FEATHER,This will be her best song EVER,0.6369,positive
BIRDS OF A FEATHER,I like the song nice melody,0.6486,positive
BIRDS OF A FEATHER,The airiness of her voice reminded me of,0.0,neutral
BIRDS OF A FEATHER,"for those who don't get the vibe, please",0.3182,positive
BIRDS OF A FEATHER,Very good song headphones it's a shame,0.024,neutral
BIRDS OF A FEATHER,"Ty Billy, absolutely love this song red",0.796,positive
BIRDS OF A FEATHER,rose,0.0,neutral
BIRDS OF A FEATHER,I want you to stay….red heart,0.6705,positive
BIRDS OF A FEATHER,1212 miss my soulmate ...this song make,0.5106,positive
BIRDS OF A FEATHER,Interesting everyone putting what they b,0.4019,positive
BIRDS OF A FEATHER,I Love You Billie KissStrawberry,0.6369,positive
BIRDS OF A FEATHER,Feels heavenly heaven ribbonrelievedmusi,0.8074,positive
BIRDS OF A FEATHER,0:41,0.0,neutral
